Interval,Lat_M,Lon_M
47,58.32632693,-1.22981028
47,58.32632693,-1.22981028
47,58.32632693,-1.22981028
47,58.32632693,-1.22981028
47,58.32632693,-1.22981028
47,58.32632693,-1.22981028
48,58.32672572,-1.19808763
48,58.32672572,-1.19808763
48,58.32672572,-1.19808763
48,58.32672572,-1.19808763
48,58.32672572,-1.19808763
48,58.32672572,-1.19808763
48,58.32672572,-1.19808763
48,58.32672572,-1.19808763
48,58.32672572,-1.19808763
48,58.32672572,-1.19808763
48,58.32672572,-1.19808763
48,58.32672572,-1.19808763
48,58.32672572,-1.19808763
49,58.32726676,-1.16594769
49,58.32726676,-1.16594769
49,58.32726676,-1.16594769
49,58.32726676,-1.16594769
49,58.32726676,-1.16594769
49,58.32726676,-1.16594769
49,58.32726676,-1.16594769
49,58.32726676,-1.16594769
49,58.32726676,-1.16594769
49,58.32726676,-1.16594769
49,58.32726676,-1.16594769
49,58.32726676,-1.16594769
49,58.32726676,-1.16594769
49,58.32726676,-1.16594769
63,58.32694116,-1.15842852
63,58.32694116,-1.15842852
63,58.32694116,-1.15842852
63,58.32694116,-1.15842852
63,58.32694116,-1.15842852
63,58.32694116,-1.15842852
63,58.32694116,-1.15842852
63,58.32694116,-1.15842852
63,58.32694116,-1.15842852
63,58.32694116,-1.15842852
63,58.32694116,-1.15842852
63,58.32694116,-1.15842852
64,58.32875671,-1.12657033
64,58.32875671,-1.12657033
64,58.32875671,-1.12657033
64,58.32875671,-1.12657033
64,58.32875671,-1.12657033
64,58.32875671,-1.12657033
64,58.32875671,-1.12657033
64,58.32875671,-1.12657033
64,58.32875671,-1.12657033
64,58.32875671,-1.12657033
64,58.32875671,-1.12657033
64,58.32875671,-1.12657033
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
65,58.33061863,-1.09509882
66,58.3323882,-1.06338687
66,58.3323882,-1.06338687
66,58.3323882,-1.06338687
66,58.3323882,-1.06338687
66,58.3323882,-1.06338687
66,58.3323882,-1.06338687
66,58.3323882,-1.06338687
66,58.3323882,-1.06338687
66,58.3323882,-1.06338687
66,58.3323882,-1.06338687
66,58.3323882,-1.06338687
67,58.33333167,-1.03166663
67,58.33333167,-1.03166663
67,58.33333167,-1.03166663
67,58.33333167,-1.03166663
67,58.33333167,-1.03166663
67,58.33333167,-1.03166663
67,58.33333167,-1.03166663
67,58.33333167,-1.03166663
67,58.33333167,-1.03166663
67,58.33333167,-1.03166663
67,58.33333167,-1.03166663
68,58.33360333,-0.99991427
68,58.33360333,-0.99991427
68,58.33360333,-0.99991427
68,58.33360333,-0.99991427
68,58.33360333,-0.99991427
68,58.33360333,-0.99991427
68,58.33360333,-0.99991427
68,58.33360333,-0.99991427
68,58.33360333,-0.99991427
68,58.33360333,-0.99991427
68,58.33360333,-0.99991427
68,58.33360333,-0.99991427
69,58.33347064,-0.96804543
69,58.33347064,-0.96804543
69,58.33347064,-0.96804543
69,58.33347064,-0.96804543
69,58.33347064,-0.96804543
69,58.33347064,-0.96804543
69,58.33347064,-0.96804543
69,58.33347064,-0.96804543
69,58.33347064,-0.96804543
69,58.33347064,-0.96804543
69,58.33347064,-0.96804543
69,58.33347064,-0.96804543
69,58.33347064,-0.96804543
69,58.33347064,-0.96804543
69,58.33347064,-0.96804543
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
70,58.33379911,-0.93630978
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
71,58.33427395,-0.90447296
72,58.33437384,-0.87269429
72,58.33437384,-0.87269429
72,58.33437384,-0.87269429
72,58.33437384,-0.87269429
72,58.33437384,-0.87269429
72,58.33437384,-0.87269429
72,58.33437384,-0.87269429
72,58.33437384,-0.87269429
72,58.33437384,-0.87269429
72,58.33437384,-0.87269429
72,58.33437384,-0.87269429
72,58.33437384,-0.87269429
72,58.33437384,-0.87269429
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
73,58.33345311,-0.84098237
74,58.33260131,-0.80928102
74,58.33260131,-0.80928102
74,58.33260131,-0.80928102
74,58.33260131,-0.80928102
74,58.33260131,-0.80928102
74,58.33260131,-0.80928102
74,58.33260131,-0.80928102
74,58.33260131,-0.80928102
74,58.33260131,-0.80928102
74,58.33260131,-0.80928102
74,58.33260131,-0.80928102
74,58.33260131,-0.80928102
74,58.33260131,-0.80928102
74,58.33260131,-0.80928102
75,58.3326681,-0.77733962
75,58.3326681,-0.77733962
75,58.3326681,-0.77733962
75,58.3326681,-0.77733962
75,58.3326681,-0.77733962
75,58.3326681,-0.77733962
75,58.3326681,-0.77733962
75,58.3326681,-0.77733962
75,58.3326681,-0.77733962
75,58.3326681,-0.77733962
75,58.3326681,-0.77733962
75,58.3326681,-0.77733962
75,58.3326681,-0.77733962
75,58.3326681,-0.77733962
76,58.33276,-0.74562701
76,58.33276,-0.74562701
76,58.33276,-0.74562701
76,58.33276,-0.74562701
76,58.33276,-0.74562701
76,58.33276,-0.74562701
76,58.33276,-0.74562701
76,58.33276,-0.74562701
76,58.33276,-0.74562701
76,58.33276,-0.74562701
76,58.33276,-0.74562701
76,58.33276,-0.74562701
76,58.33276,-0.74562701
76,58.33276,-0.74562701
76,58.33276,-0.74562701
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
77,58.332965,-0.71379669
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
78,58.33309667,-0.68208346
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
79,58.33352644,-0.65018308
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
80,58.3338322,-0.6185
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
81,58.33412833,-0.58660316
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
82,58.3345145,-0.55491156
83,58.33428667,-0.52312089
83,58.33428667,-0.52312089
83,58.33428667,-0.52312089
83,58.33428667,-0.52312089
83,58.33428667,-0.52312089
83,58.33428667,-0.52312089
83,58.33428667,-0.52312089
83,58.33428667,-0.52312089
83,58.33428667,-0.52312089
83,58.33428667,-0.52312089
83,58.33428667,-0.52312089
83,58.33428667,-0.52312089
84,58.33235153,-0.48937144
84,58.33235153,-0.48937144
84,58.33235153,-0.48937144
84,58.33235153,-0.48937144
84,58.33235153,-0.48937144
84,58.33235153,-0.48937144
84,58.33235153,-0.48937144
84,58.33235153,-0.48937144
84,58.33235153,-0.48937144
84,58.33235153,-0.48937144
94,58.33588038,-0.52565236
94,58.33588038,-0.52565236
94,58.33588038,-0.52565236
94,58.33588038,-0.52565236
94,58.33588038,-0.52565236
94,58.33588038,-0.52565236
94,58.33588038,-0.52565236
94,58.33588038,-0.52565236
94,58.33588038,-0.52565236
94,58.33588038,-0.52565236
94,58.33588038,-0.52565236
94,58.33588038,-0.52565236
94,58.33588038,-0.52565236
95,58.33453493,-0.49405813
95,58.33453493,-0.49405813
95,58.33453493,-0.49405813
95,58.33453493,-0.49405813
95,58.33453493,-0.49405813
95,58.33453493,-0.49405813
95,58.33453493,-0.49405813
95,58.33453493,-0.49405813
95,58.33453493,-0.49405813
95,58.33453493,-0.49405813
95,58.33453493,-0.49405813
96,58.33289232,-0.46242754
96,58.33289232,-0.46242754
96,58.33289232,-0.46242754
96,58.33289232,-0.46242754
96,58.33289232,-0.46242754
96,58.33289232,-0.46242754
96,58.33289232,-0.46242754
96,58.33289232,-0.46242754
96,58.33289232,-0.46242754
96,58.33289232,-0.46242754
96,58.33289232,-0.46242754
96,58.33289232,-0.46242754
96,58.33289232,-0.46242754
97,58.33116667,-0.43089627
97,58.33116667,-0.43089627
97,58.33116667,-0.43089627
97,58.33116667,-0.43089627
97,58.33116667,-0.43089627
97,58.33116667,-0.43089627
97,58.33116667,-0.43089627
97,58.33116667,-0.43089627
97,58.33116667,-0.43089627
97,58.33116667,-0.43089627
97,58.33116667,-0.43089627
97,58.33116667,-0.43089627
97,58.33116667,-0.43089627
97,58.33116667,-0.43089627
98,58.33131105,-0.3990666
98,58.33131105,-0.3990666
98,58.33131105,-0.3990666
98,58.33131105,-0.3990666
98,58.33131105,-0.3990666
98,58.33131105,-0.3990666
98,58.33131105,-0.3990666
98,58.33131105,-0.3990666
98,58.33131105,-0.3990666
98,58.33131105,-0.3990666
98,58.33131105,-0.3990666
99,58.33178667,-0.36695361
99,58.33178667,-0.36695361
99,58.33178667,-0.36695361
99,58.33178667,-0.36695361
99,58.33178667,-0.36695361
99,58.33178667,-0.36695361
99,58.33178667,-0.36695361
99,58.33178667,-0.36695361
99,58.33178667,-0.36695361
99,58.33178667,-0.36695361
99,58.33178667,-0.36695361
99,58.33178667,-0.36695361
100,58.3324554,-0.33528777
100,58.3324554,-0.33528777
100,58.3324554,-0.33528777
100,58.3324554,-0.33528777
100,58.3324554,-0.33528777
100,58.3324554,-0.33528777
100,58.3324554,-0.33528777
100,58.3324554,-0.33528777
100,58.3324554,-0.33528777
100,58.3324554,-0.33528777
100,58.3324554,-0.33528777
100,58.3324554,-0.33528777
100,58.3324554,-0.33528777
101,58.33315397,-0.30342284
101,58.33315397,-0.30342284
101,58.33315397,-0.30342284
101,58.33315397,-0.30342284
101,58.33315397,-0.30342284
101,58.33315397,-0.30342284
101,58.33315397,-0.30342284
101,58.33315397,-0.30342284
101,58.33315397,-0.30342284
101,58.33315397,-0.30342284
101,58.33315397,-0.30342284
101,58.33315397,-0.30342284
101,58.33315397,-0.30342284
101,58.33315397,-0.30342284
101,58.33315397,-0.30342284
102,58.33322,-0.27170291
102,58.33322,-0.27170291
102,58.33322,-0.27170291
102,58.33322,-0.27170291
102,58.33322,-0.27170291
102,58.33322,-0.27170291
102,58.33322,-0.27170291
102,58.33322,-0.27170291
102,58.33322,-0.27170291
102,58.33322,-0.27170291
102,58.33322,-0.27170291
102,58.33322,-0.27170291
102,58.33322,-0.27170291
103,58.33313667,-0.23981544
103,58.33313667,-0.23981544
103,58.33313667,-0.23981544
103,58.33313667,-0.23981544
103,58.33313667,-0.23981544
103,58.33313667,-0.23981544
103,58.33313667,-0.23981544
103,58.33313667,-0.23981544
103,58.33313667,-0.23981544
103,58.33313667,-0.23981544
103,58.33313667,-0.23981544
103,58.33313667,-0.23981544
103,58.33313667,-0.23981544
